business_id,industry_type,annual_revenue,total_expenses,loan_amount,emi_amount,gst_compliance_status,current_ratio,quick_ratio,debt_equity_ratio,dscr,roce,financial_health_score,risk_category,ai_recommendation
SME_708,Agriculture,38377058,41834749,16762293,16848,Delayed,1.21,0.3,3.13,0.19,-0.44,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_709,Logistics,17934167,42235879,4510784,14062,Non-Compliant,1.96,0.56,0.8,2.47,-8.33,47.0,Medium Risk,Optimize working capital and control operational costs
SME_710,Services,25677127,37850390,16941290,19678,Non-Compliant,3.01,2.76,3.57,1.72,14.96,93.0,Low Risk,Eligible for growth investment or working capital loan
SME_711,E-commerce,26876033,30392671,2570466,6774,Delayed,2.49,1.58,1.47,3.73,12.5,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_712,Logistics,14381178,24253258,12043788,15160,Delayed,1.23,1.47,1.54,1.63,6.09,54.0,Medium Risk,Optimize working capital and control operational costs
SME_713,E-commerce,22481132,32869247,14622008,1230,Delayed,0.94,0.31,0.15,4.15,15.76,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_714,Services,6526988,14089493,12871728,9076,Compliant,1.15,2.24,3.18,3.02,12.02,77.0,Low Risk,Eligible for growth investment or working capital loan
SME_715,Services,16090661,1665898,9179253,3805,Delayed,0.84,1.68,0.6,3.99,0.02,83.0,Low Risk,Eligible for growth investment or working capital loan
SME_716,E-commerce,24703479,16318424,3287093,14715,Compliant,0.61,0.77,3.5,4.95,5.91,68.0,Medium Risk,Optimize working capital and control operational costs
SME_717,Retail,2866610,36074971,1017481,5750,Non-Compliant,1.64,0.51,2.26,3.43,7.12,73.0,Low Risk,Eligible for growth investment or working capital loan
SME_718,Manufacturing,38234735,39901580,8451115,15627,Non-Compliant,0.66,1.27,3.55,4.93,25.21,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_719,Retail,9956807,37185617,2338377,13232,Delayed,0.85,2.54,2.67,0.24,28.44,72.0,Low Risk,Eligible for growth investment or working capital loan
SME_720,Retail,47360379,29299868,17583780,3135,Non-Compliant,2.05,2.62,0.46,1.76,25.72,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_721,Agriculture,29842048,31452238,6047511,6953,Non-Compliant,0.83,1.89,3.47,0.63,18.77,44.0,Medium Risk,Optimize working capital and control operational costs
SME_722,Retail,5184346,23100314,9998081,1546,Non-Compliant,0.5,2.24,0.41,1.39,13.4,73.0,Low Risk,Eligible for growth investment or working capital loan
SME_723,Logistics,34512730,17662030,15902677,15457,Non-Compliant,1.32,0.52,2.21,4.21,17.57,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_724,Agriculture,18324559,25537138,15176077,17478,Compliant,1.01,1.85,0.86,0.26,27.56,84.0,Low Risk,Eligible for growth investment or working capital loan
SME_725,Agriculture,22996936,43569174,737954,2411,Compliant,1.95,2.07,3.41,2.65,-0.0,56.0,Medium Risk,Optimize working capital and control operational costs
SME_726,Services,25771052,31179669,2908056,19001,Delayed,0.63,0.76,4.11,2.88,11.4,42.0,Medium Risk,Optimize working capital and control operational costs
SME_727,Retail,38675082,35554340,7840130,14113,Delayed,2.71,2.66,2.54,2.85,17.58,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_728,Services,19032908,39264224,9095781,4145,Delayed,3.2,0.75,2.42,2.43,17.17,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_729,E-commerce,43327096,36308279,5934261,2775,Non-Compliant,2.68,1.08,3.46,3.97,0.09,76.0,Low Risk,Eligible for growth investment or working capital loan
SME_730,Manufacturing,35784660,11418754,4510579,13193,Non-Compliant,2.01,1.94,0.12,0.75,13.47,87.0,Low Risk,Eligible for growth investment or working capital loan
SME_731,Agriculture,36001225,3292478,9068055,12851,Compliant,3.05,1.99,4.14,1.62,21.84,92.0,Low Risk,Eligible for growth investment or working capital loan
SME_732,E-commerce,40169950,11231890,13562026,13070,Compliant,2.52,2.16,0.97,3.12,9.0,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_733,E-commerce,49852346,6349852,11368856,19539,Delayed,0.33,0.51,4.43,3.49,21.73,62.0,Medium Risk,Optimize working capital and control operational costs
SME_734,Logistics,12167877,429725,11002595,3970,Compliant,1.56,2.58,3.34,2.08,4.4,56.0,Medium Risk,Optimize working capital and control operational costs
SME_735,Manufacturing,7893979,9584536,11142521,14119,Compliant,3.02,1.69,3.51,4.39,27.55,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_736,E-commerce,10615078,16813806,14634171,4331,Compliant,1.41,1.52,2.99,2.14,11.36,61.0,Medium Risk,Optimize working capital and control operational costs
SME_737,E-commerce,29006244,20148999,19312448,10295,Compliant,0.41,2.95,2.18,2.07,13.84,73.0,Low Risk,Eligible for growth investment or working capital loan
SME_738,Manufacturing,25714698,36617193,7704694,1942,Compliant,2.69,2.27,2.62,0.28,-8.75,24.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_739,Manufacturing,35677004,40478991,2378907,16575,Delayed,2.87,0.53,0.3,2.8,-3.19,81.0,Low Risk,Eligible for growth investment or working capital loan
SME_740,E-commerce,17986878,31912427,6990607,13404,Delayed,0.81,2.32,2.85,3.57,15.32,91.0,Low Risk,Eligible for growth investment or working capital loan
SME_741,Manufacturing,22598345,33521540,4532688,861,Compliant,2.02,0.47,2.85,0.66,6.79,30.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_742,E-commerce,17120937,28105858,2363162,9275,Delayed,0.91,0.28,4.02,1.6,10.33,21.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_743,E-commerce,32484287,32332864,5680820,17033,Non-Compliant,2.6,1.33,2.32,3.93,-7.48,73.0,Low Risk,Eligible for growth investment or working capital loan
SME_744,Logistics,30538378,23713511,19470010,4134,Compliant,1.17,2.98,0.44,1.89,23.37,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_745,Retail,42913492,28119138,10600157,11803,Non-Compliant,1.31,0.69,1.45,1.28,21.38,74.0,Low Risk,Eligible for growth investment or working capital loan
SME_746,E-commerce,39727037,21086655,2345704,15408,Delayed,3.0,2.08,2.98,3.39,-2.59,82.0,Low Risk,Eligible for growth investment or working capital loan
SME_747,Services,11028294,14126569,12969633,17420,Delayed,1.82,0.69,1.15,1.06,15.37,69.0,Medium Risk,Optimize working capital and control operational costs
SME_748,Agriculture,19869886,6027745,8811940,16351,Non-Compliant,2.44,2.23,1.33,4.49,22.73,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_749,Retail,5310833,4311146,8277983,4131,Delayed,1.59,1.61,3.71,0.62,15.63,43.0,Medium Risk,Optimize working capital and control operational costs
SME_750,Retail,23980675,35661449,17069791,18532,Compliant,1.25,2.1,2.67,3.56,2.42,71.0,Low Risk,Eligible for growth investment or working capital loan
SME_751,Retail,40472097,34643988,18236916,12057,Non-Compliant,2.3,0.77,2.34,2.55,16.24,90.0,Low Risk,Eligible for growth investment or working capital loan
SME_752,Logistics,17719277,11645869,19978294,11349,Compliant,0.8,2.29,1.5,4.36,-1.58,82.0,Low Risk,Eligible for growth investment or working capital loan
SME_753,E-commerce,29000556,28791654,10031033,11486,Non-Compliant,1.49,2.99,3.32,0.72,2.73,35.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_754,Logistics,32573692,24465754,19384838,5457,Delayed,0.97,2.06,1.37,3.42,-0.4,72.0,Low Risk,Eligible for growth investment or working capital loan
SME_755,E-commerce,37816107,2653722,18664179,6079,Non-Compliant,2.53,1.58,3.34,2.9,12.28,88.0,Low Risk,Eligible for growth investment or working capital loan
SME_756,Logistics,27927110,2049729,5304120,12453,Non-Compliant,3.32,2.78,0.41,2.45,-5.67,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_757,Logistics,24692961,1516271,19549821,18814,Compliant,3.49,0.24,3.9,2.51,27.33,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_758,Agriculture,25359871,11316876,1447947,18263,Delayed,1.74,2.24,2.3,3.64,3.34,87.0,Low Risk,Eligible for growth investment or working capital loan
SME_759,Services,26154796,32378888,5813775,12158,Compliant,1.11,2.69,2.03,4.69,-1.24,91.0,Low Risk,Eligible for growth investment or working capital loan
SME_760,Logistics,32935245,31974515,12565034,15735,Delayed,1.72,0.37,2.79,0.55,9.86,30.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_761,Agriculture,29763888,37053987,6472652,15830,Compliant,3.01,1.46,2.85,0.2,1.08,36.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_762,Manufacturing,28283527,22861013,18275555,15125,Non-Compliant,0.96,0.77,0.68,4.05,11.4,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_763,Services,42606078,18858857,14219886,11905,Compliant,3.35,1.79,3.43,0.63,3.94,51.0,Medium Risk,Optimize working capital and control operational costs
SME_764,Logistics,7781505,17843381,15913266,12298,Delayed,1.39,2.02,1.31,4.93,-4.72,92.0,Low Risk,Eligible for growth investment or working capital loan
SME_765,Retail,39179227,19965579,676296,2011,Delayed,3.45,1.05,4.08,3.13,0.64,70.0,Low Risk,Eligible for growth investment or working capital loan
SME_766,Manufacturing,39465695,21653537,379039,3373,Non-Compliant,2.98,1.49,3.7,3.29,7.54,87.0,Low Risk,Eligible for growth investment or working capital loan
SME_767,Manufacturing,38018167,37664820,528714,10335,Delayed,2.89,0.98,1.62,1.07,-8.79,35.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_768,Agriculture,27040396,37189624,7035655,10692,Compliant,1.32,1.23,3.65,1.28,20.83,56.0,Medium Risk,Optimize working capital and control operational costs
SME_769,Manufacturing,15312143,28333715,8368352,14527,Non-Compliant,0.33,0.65,1.67,3.33,14.87,74.0,Low Risk,Eligible for growth investment or working capital loan
SME_770,Services,9489138,27306511,19688406,12773,Delayed,1.52,2.68,0.54,4.56,14.05,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_771,Logistics,47864509,35889522,8941047,1289,Delayed,1.27,0.23,4.33,4.91,11.84,75.0,Low Risk,Eligible for growth investment or working capital loan
SME_772,Logistics,12537574,37891702,17050668,1447,Compliant,0.42,2.67,2.97,1.07,13.61,47.0,Medium Risk,Optimize working capital and control operational costs
SME_773,Retail,43520873,7139013,16708666,19583,Compliant,1.92,1.8,2.11,0.76,27.39,92.0,Low Risk,Eligible for growth investment or working capital loan
SME_774,Agriculture,45020680,7489975,4371047,19567,Non-Compliant,1.59,1.13,1.85,0.38,-9.66,3.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_775,Retail,42878463,9205586,13721794,14139,Delayed,2.33,2.22,1.53,4.35,-8.09,91.0,Low Risk,Eligible for growth investment or working capital loan
SME_776,Manufacturing,7055035,38773507,7184872,13757,Compliant,2.29,1.62,4.42,1.54,-2.34,25.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_777,Retail,33235803,44964078,18967137,5462,Non-Compliant,0.69,1.6,0.69,0.11,-3.31,14.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_778,Services,33237614,12168963,7427297,19600,Delayed,3.43,0.51,1.49,1.2,-2.75,54.0,Medium Risk,Optimize working capital and control operational costs
SME_779,Logistics,44107261,14663315,19975372,19520,Delayed,0.9,1.29,2.24,1.77,16.88,64.0,Medium Risk,Optimize working capital and control operational costs
SME_780,Manufacturing,16386372,4268452,13559001,19702,Non-Compliant,1.72,0.87,2.2,4.96,8.38,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_781,Retail,38122748,29571429,17539587,19166,Non-Compliant,1.86,0.24,2.17,2.67,29.67,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_782,Agriculture,32956981,27766868,16920196,7657,Compliant,2.9,1.21,0.87,1.1,-0.92,62.0,Medium Risk,Optimize working capital and control operational costs
SME_783,Services,8567987,8474037,10822611,4920,Delayed,0.62,0.45,0.74,1.74,2.43,37.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_784,Services,2156671,35267175,17034570,10345,Delayed,1.67,0.92,1.22,1.72,29.37,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_785,Retail,22958851,28306918,7863438,8417,Delayed,2.31,0.46,4.12,0.2,23.27,48.0,Medium Risk,Optimize working capital and control operational costs
SME_786,Logistics,23422481,14222356,14991637,17160,Non-Compliant,0.99,0.48,0.6,0.76,8.79,43.0,Medium Risk,Optimize working capital and control operational costs
SME_787,Retail,42581603,44270245,7972368,5208,Compliant,2.31,0.76,3.43,3.51,12.18,85.0,Low Risk,Eligible for growth investment or working capital loan
SME_788,Manufacturing,18060282,40962875,2235883,687,Delayed,3.26,3.0,3.43,0.69,23.73,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_789,Retail,43997663,43681526,10939590,16913,Non-Compliant,3.49,0.21,3.66,1.23,9.24,55.0,Medium Risk,Optimize working capital and control operational costs
SME_790,Services,22177072,43820892,764265,13223,Delayed,0.4,1.99,4.0,1.82,-1.76,10.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_791,Retail,23517995,7703693,14793752,8080,Compliant,1.05,0.6,1.26,3.81,23.14,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_792,Logistics,21333173,20392066,308617,18537,Delayed,1.29,2.78,1.09,2.95,11.51,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_793,Agriculture,23894704,10508631,11368954,9486,Compliant,1.58,0.46,2.15,3.48,-3.88,51.0,Medium Risk,Optimize working capital and control operational costs
SME_794,E-commerce,17875113,8383439,744748,6094,Compliant,1.08,2.87,1.27,2.88,10.22,96.0,Low Risk,Eligible for growth investment or working capital loan
SME_795,Retail,21218453,29127993,12025170,7692,Delayed,0.95,1.91,3.33,3.45,6.53,65.0,Medium Risk,Optimize working capital and control operational costs
SME_796,Logistics,9661408,25864695,16439751,11088,Delayed,3.35,0.2,2.9,0.11,25.07,75.0,Low Risk,Eligible for growth investment or working capital loan
SME_797,Logistics,47939893,42222973,13495655,3103,Compliant,3.24,2.7,3.95,4.66,-4.96,96.0,Low Risk,Eligible for growth investment or working capital loan
SME_798,Agriculture,37714417,9946263,734275,2440,Non-Compliant,0.45,1.66,0.46,0.64,25.01,78.0,Low Risk,Eligible for growth investment or working capital loan
SME_799,Services,25296429,20126497,9686427,7124,Compliant,1.38,0.94,4.13,2.09,10.49,41.0,Medium Risk,Optimize working capital and control operational costs
SME_800,Logistics,20853727,24533277,9422794,17228,Delayed,1.6,2.35,1.39,3.88,6.17,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_801,Logistics,18441166,35249361,8987114,14031,Delayed,1.06,2.79,2.26,2.23,-3.52,48.0,Medium Risk,Optimize working capital and control operational costs
SME_802,Logistics,1049148,36459026,6194224,14536,Non-Compliant,2.31,1.55,2.03,4.74,18.03,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_803,Logistics,36828139,18420510,8945326,446,Compliant,2.35,1.08,3.45,2.39,27.07,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_804,Manufacturing,30344218,31786811,14703155,3915,Compliant,3.02,2.41,1.95,4.39,5.02,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_805,Manufacturing,22345218,41666066,6024293,15787,Compliant,2.67,2.11,4.25,4.07,-0.34,79.0,Low Risk,Eligible for growth investment or working capital loan
SME_806,Services,3273939,36369234,6193367,19493,Delayed,2.04,2.69,4.07,4.91,12.19,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_807,Retail,35990172,34397463,5318331,17618,Compliant,2.39,2.14,3.94,4.64,21.85,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_808,Logistics,37489387,26656492,19741160,6587,Non-Compliant,1.18,0.88,0.41,4.5,-9.85,70.0,Low Risk,Eligible for growth investment or working capital loan
SME_809,Agriculture,38991142,16063645,10736301,226,Delayed,2.2,2.81,3.86,3.68,15.26,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_810,Retail,13926716,19967589,11152153,11151,Delayed,1.87,0.49,3.54,1.9,13.86,54.0,Medium Risk,Optimize working capital and control operational costs
SME_811,Agriculture,28411050,29249268,3948401,5558,Compliant,0.73,0.95,0.56,0.62,2.73,30.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_812,Retail,39210304,32032286,124932,11971,Non-Compliant,1.08,1.66,0.57,3.47,8.06,95.0,Low Risk,Eligible for growth investment or working capital loan
SME_813,Services,48218021,7461183,15841640,186,Delayed,1.23,1.78,0.55,4.9,-0.12,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_814,Logistics,18831726,20464274,10140106,14680,Delayed,3.26,0.24,0.15,3.66,21.6,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_815,Logistics,27496639,11992111,6280757,14559,Compliant,1.04,2.39,2.51,4.65,15.38,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_816,E-commerce,21040338,29724003,6784672,11069,Compliant,1.23,1.21,4.38,4.04,11.31,70.0,Low Risk,Eligible for growth investment or working capital loan
SME_817,Agriculture,11274986,690998,14069473,2535,Non-Compliant,1.48,1.34,2.03,0.9,5.7,40.0,Medium Risk,Optimize working capital and control operational costs
SME_818,Retail,49550169,5255920,11619039,1932,Compliant,2.42,2.47,2.48,1.32,1.66,59.0,Medium Risk,Optimize working capital and control operational costs
SME_819,Retail,4921590,6767712,2592316,2032,Non-Compliant,0.68,1.26,4.36,1.78,22.91,52.0,Medium Risk,Optimize working capital and control operational costs
SME_820,Manufacturing,36589369,8397043,16143481,1252,Delayed,3.35,0.33,1.22,0.92,8.06,71.0,Low Risk,Eligible for growth investment or working capital loan
SME_821,E-commerce,12046081,581360,5895725,5509,Non-Compliant,3.07,0.69,3.88,2.95,10.06,79.0,Low Risk,Eligible for growth investment or working capital loan
SME_822,Manufacturing,34866893,19621242,15981957,5074,Non-Compliant,2.15,2.88,2.5,4.88,10.83,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_823,Manufacturing,29721379,19692635,5438757,13900,Non-Compliant,2.46,0.4,2.61,3.83,7.93,88.0,Low Risk,Eligible for growth investment or working capital loan
SME_824,Manufacturing,18995440,5932410,9783893,14523,Delayed,0.35,1.19,1.61,2.17,0.24,34.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_825,Agriculture,36765058,4538286,13064637,1881,Compliant,1.38,1.61,2.57,0.12,-5.19,3.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_826,Agriculture,45424392,11431669,2664749,269,Delayed,2.85,1.58,0.42,1.64,-6.06,67.0,Medium Risk,Optimize working capital and control operational costs
SME_827,Services,32170310,8733100,13436812,1630,Compliant,0.55,0.21,3.46,2.68,20.3,57.0,Medium Risk,Optimize working capital and control operational costs
SME_828,Services,49458734,7293728,7246813,17958,Non-Compliant,1.2,1.6,1.35,1.69,-1.06,44.0,Medium Risk,Optimize working capital and control operational costs
SME_829,Manufacturing,27052476,19304815,19699205,13383,Non-Compliant,2.17,1.27,4.01,0.64,-7.77,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_830,E-commerce,6940010,27791022,984156,16152,Non-Compliant,1.12,2.92,1.72,2.27,21.9,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_831,Retail,9174163,38888026,13331690,11084,Non-Compliant,3.29,0.65,0.73,1.34,-3.84,61.0,Medium Risk,Optimize working capital and control operational costs
SME_832,Agriculture,18779553,16097605,10625643,1695,Non-Compliant,0.72,1.19,3.16,4.56,15.01,90.0,Low Risk,Eligible for growth investment or working capital loan
SME_833,E-commerce,31414222,29397166,17981136,19642,Compliant,2.85,1.37,0.82,0.6,3.55,64.0,Medium Risk,Optimize working capital and control operational costs
SME_834,Logistics,37541101,38337226,19885807,14821,Compliant,1.93,1.29,3.42,0.34,-4.94,3.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_835,Agriculture,49048947,24500710,11999562,3262,Non-Compliant,2.7,2.06,4.36,0.13,6.58,33.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_836,Agriculture,27709162,40653576,17525068,1445,Delayed,1.29,0.8,3.53,1.71,-9.41,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_837,Services,33290042,41822223,16300081,16436,Delayed,1.95,0.82,0.2,3.34,23.64,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_838,Retail,37777378,13499507,9545226,9949,Non-Compliant,3.04,2.24,2.74,3.68,10.54,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_839,Retail,43929245,12685500,5296990,18050,Compliant,1.79,1.6,3.16,2.32,-4.43,37.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_840,Logistics,45308939,27828913,12299755,6901,Delayed,1.45,1.36,3.73,3.45,-0.52,49.0,Medium Risk,Optimize working capital and control operational costs
SME_841,Logistics,724695,39244162,6928655,19169,Delayed,2.02,0.67,0.35,1.86,7.92,77.0,Low Risk,Eligible for growth investment or working capital loan
SME_842,Agriculture,45424507,37193968,16003651,719,Delayed,2.6,0.73,2.21,3.37,-2.45,70.0,Low Risk,Eligible for growth investment or working capital loan
SME_843,Manufacturing,26767668,33407453,11303471,8597,Non-Compliant,1.72,0.23,2.46,0.3,0.74,9.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_844,Services,14563918,15741821,1821367,6855,Delayed,3.3,0.46,0.84,2.01,11.38,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_845,Services,49443187,36280565,3372863,18678,Delayed,1.24,1.76,1.52,3.98,23.3,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_846,Agriculture,30433317,32379500,19676249,8263,Delayed,1.82,2.7,2.04,4.03,6.07,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_847,E-commerce,43853746,44082501,1578315,14520,Delayed,2.72,1.0,3.77,3.61,18.68,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_848,Manufacturing,37394648,10938832,7427210,11874,Compliant,2.51,1.12,4.19,1.1,25.07,74.0,Low Risk,Eligible for growth investment or working capital loan
SME_849,Agriculture,21110500,33651322,18126806,14079,Non-Compliant,3.06,0.52,2.87,1.31,-1.35,39.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_850,Manufacturing,13745696,8348140,11893046,17082,Non-Compliant,3.49,1.29,1.84,4.98,22.29,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_851,Manufacturing,35902297,6120626,12968805,7243,Compliant,1.67,0.3,1.22,0.61,20.3,66.0,Medium Risk,Optimize working capital and control operational costs
SME_852,Manufacturing,15421595,14054772,19822745,9018,Compliant,0.66,2.77,4.42,0.99,4.28,17.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_853,Agriculture,24863941,40176146,11199747,16732,Non-Compliant,0.4,2.08,4.43,0.74,29.58,53.0,Medium Risk,Optimize working capital and control operational costs
SME_854,Services,48623406,40329257,5440107,12100,Delayed,2.63,2.97,4.17,1.71,0.5,54.0,Medium Risk,Optimize working capital and control operational costs
SME_855,Services,49728961,38960290,15172466,16691,Delayed,3.1,2.67,3.56,1.13,0.19,55.0,Medium Risk,Optimize working capital and control operational costs
SME_856,Manufacturing,43362524,33822637,7081530,19800,Non-Compliant,1.01,1.52,1.53,2.54,20.89,95.0,Low Risk,Eligible for growth investment or working capital loan
SME_857,E-commerce,38071568,29568537,14940284,4820,Delayed,0.81,1.66,3.69,2.43,7.39,43.0,Medium Risk,Optimize working capital and control operational costs
SME_858,Retail,47924280,8621252,12879120,11001,Compliant,0.5,0.73,1.9,4.52,3.23,70.0,Low Risk,Eligible for growth investment or working capital loan
SME_859,Agriculture,39804715,37370303,19674922,13907,Delayed,2.93,1.49,1.54,0.27,-2.85,42.0,Medium Risk,Optimize working capital and control operational costs
SME_860,Retail,1574961,25174704,3201473,19942,Delayed,1.3,2.73,3.38,1.67,20.61,79.0,Low Risk,Eligible for growth investment or working capital loan
SME_861,E-commerce,21902894,22140617,9314823,11669,Delayed,1.59,0.34,0.45,3.02,21.45,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_862,Agriculture,12450571,12829667,11422057,15916,Non-Compliant,1.91,2.62,0.31,3.06,12.66,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_863,Manufacturing,19655151,36821189,1449991,10878,Compliant,2.99,1.15,2.07,2.45,28.29,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_864,Services,13366619,26902745,10900518,2985,Delayed,2.38,2.72,2.06,4.1,2.73,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_865,Retail,2974968,11036547,424528,8112,Non-Compliant,2.27,2.83,4.04,0.41,-1.22,26.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_866,Logistics,40220592,13143293,11103831,8467,Delayed,0.86,2.08,0.66,4.1,17.1,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_867,Logistics,47623764,39867750,15652956,18931,Compliant,1.94,2.06,0.64,2.52,20.34,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_868,E-commerce,23249774,13887010,6450219,336,Delayed,2.59,1.47,0.75,0.76,-1.0,55.0,Medium Risk,Optimize working capital and control operational costs
SME_869,Manufacturing,2942266,30590179,18428040,10165,Compliant,3.41,2.54,0.23,4.44,-6.94,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_870,Retail,4937677,11816757,5265481,19363,Delayed,0.94,2.89,0.42,3.28,22.42,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_871,Manufacturing,47847699,28204333,13618723,12768,Compliant,0.33,2.37,3.0,0.9,29.06,70.0,Low Risk,Eligible for growth investment or working capital loan
SME_872,Retail,10107366,4051387,8527835,3968,Delayed,0.54,1.94,2.0,0.26,15.79,43.0,Medium Risk,Optimize working capital and control operational costs
SME_873,E-commerce,5741218,27670507,18550271,910,Compliant,1.5,1.9,3.46,0.79,1.11,21.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_874,E-commerce,27321567,44870459,9080745,18380,Delayed,2.93,2.58,4.47,3.08,29.87,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_875,Logistics,5981140,35666104,281854,15632,Delayed,0.32,1.72,3.0,0.98,25.73,58.0,Medium Risk,Optimize working capital and control operational costs
SME_876,Manufacturing,24491831,6305950,6662314,16279,Non-Compliant,1.76,2.45,0.32,1.21,10.54,87.0,Low Risk,Eligible for growth investment or working capital loan
SME_877,Agriculture,31747234,3612883,14284503,3129,Non-Compliant,1.35,1.62,0.56,0.22,23.01,80.0,Low Risk,Eligible for growth investment or working capital loan
SME_878,Logistics,39035694,3428631,14567593,5447,Compliant,0.47,0.37,3.98,3.64,22.63,71.0,Low Risk,Eligible for growth investment or working capital loan
SME_879,Manufacturing,5790717,14618200,5830395,6129,Delayed,1.74,1.28,2.42,4.07,27.39,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_880,Logistics,34572781,15387811,18434369,5850,Compliant,1.12,1.44,3.73,4.0,23.64,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_881,Agriculture,20159206,28136989,9873863,7446,Non-Compliant,1.43,0.6,3.87,0.73,15.75,31.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_882,Services,1297968,6823959,15410095,11949,Compliant,2.56,0.49,4.18,4.53,14.37,98.0,Low Risk,Eligible for growth investment or working capital loan
SME_883,Services,36710403,44121579,7083610,8519,Compliant,1.97,1.7,4.28,3.39,8.69,72.0,Low Risk,Eligible for growth investment or working capital loan
SME_884,Services,29663439,4424733,16411413,314,Non-Compliant,0.7,0.44,2.54,4.5,15.06,87.0,Low Risk,Eligible for growth investment or working capital loan
